id,image_name,MAE_value,pixel_count,cropmark_median,cropmark_min,cropmark_max,cropmark_std,percentile_rank,min_max_rank,layer_valid_pixels,layer_mean,layer_median,layer_min,layer_p90,layer_p95,layer_max,layer_std,stats_source,cropmark,replant_2024,is_detected_with_natural_color,comments,derived_product_name,replant_2025
3,COMB208_mae.tif,14.041885375976562,320,14.056379318237305,13.343216896057129,14.712587356567383,0.43356287479400635,0.5378030530642135,0.24072097276857765,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
4,COMB208_mae.tif,13.508498191833496,440,13.441919326782227,12.937711715698242,14.254395484924316,0.3198220431804657,0.3974613838984154,0.20941890797144935,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
5,COMB208_mae.tif,13.123946189880371,208,13.052901268005371,12.365158081054688,14.106850624084473,0.3983224332332611,0.2978179434393162,0.1868513022230265,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
6,COMB208_mae.tif,13.20944595336914,591,12.921056747436523,11.101539611816406,16.248497009277344,1.5632959604263306,0.31830304268817683,0.19186889397706228,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
7,COMB208_mae.tif,15.212801933288574,98,15.265181541442871,14.17396354675293,15.881569862365723,0.45331352949142456,0.7454144198505186,0.30943673317421216,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
8,COMB208_mae.tif,15.770968437194824,92,15.89720344543457,14.77904987335205,16.173213958740234,0.3999527394771576,0.8087279067566501,0.34219298340345217,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
9,COMB208_mae.tif,15.49803638458252,284,15.391016006469727,14.284218788146973,16.892681121826172,0.5854761004447937,0.780428497351366,0.3261758441656409,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,SR,0
10,COMB208_mae.tif,13.659680366516113,70,13.681676864624023,13.266613006591797,14.178936958312988,0.21641692519187927,0.4405669547787342,0.2182911013213682,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
11,COMB208_mae.tif,13.822373390197754,21,13.81491756439209,13.586699485778809,14.113931655883789,0.15896666049957275,0.4840355925506243,0.22783881397874148,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
12,COMB208_mae.tif,13.139694213867188,171,13.239876747131348,12.175039291381836,13.94298267364502,0.5846870541572571,0.3015576442426306,0.1877754820344594,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,MTVI,0
13,COMB208_mae.tif,13.420347213745117,109,13.35548210144043,13.010732650756836,14.041449546813965,0.28122949600219727,0.37343568176566133,0.2042457285061689,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,PCA_COMB22,0
14,COMB208_mae.tif,18.778690338134766,30,18.87200927734375,17.691268920898438,19.518144607543945,0.5927625298500061,0.9602205406636879,0.5187024846323219,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,TCARI_OSAVI,0
15,COMB208_mae.tif,12.901710510253906,287,13.330686569213867,11.39017391204834,13.941295623779297,0.7734516263008118,0.24875662913658783,0.1738093022449476,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
16,COMB208_mae.tif,16.900066375732422,130,16.896114349365234,16.575544357299805,17.236469268798828,0.2291022390127182,0.890503884595004,0.40845459951481355,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
17,COMB208_mae.tif,13.109904289245605,478,13.169893264770508,11.985270500183105,14.093801498413086,0.4924529790878296,0.29451567717493676,0.18602724702145576,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Follow crop,,0
18,COMB208_mae.tif,18.338218688964844,83,18.342741012573242,17.862768173217773,18.559215545654297,0.1728711873292923,0.9490674702187052,0.4928532094462937,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
19,COMB208_mae.tif,13.3084135055542,111,13.307831764221191,13.176572799682617,13.491101264953613,0.07599515467882156,0.3433536416599631,0.19767684891749998,68860589,14.29,13.89,9.94,17.08,18.37,26.98,2.05,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Tractor,,0
1,COMB209_mae.tif,16.869895935058594,98,16.903411865234375,16.513507843017578,17.082508087158203,0.15157689154148102,0.8931339376141555,0.40737959760015197,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,0,,,0
2,COMB209_mae.tif,12.318217277526855,306,12.193965911865234,11.994123458862305,12.892772674560547,0.2570675015449524,0.13938748040624516,0.1405754558925472,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
3,COMB209_mae.tif,14.0418062210083,320,14.05629825592041,13.343204498291016,14.712406158447266,0.43350857496261597,0.5334307988565128,0.2416064607859496,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
4,COMB209_mae.tif,13.507414817810059,440,13.460342407226562,12.917876243591309,14.184639930725098,0.3027729392051697,0.3927822052175592,0.21028222847655675,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
5,COMB209_mae.tif,13.260293960571289,208,13.18150520324707,12.46037769317627,14.269975662231445,0.41730690002441406,0.32606883452594343,0.19579683238987625,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
6,COMB209_mae.tif,13.413674354553223,591,13.140389442443848,11.034232139587402,16.447978973388672,1.6086704730987549,0.3669523506399284,0.20478747682023576,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
7,COMB209_mae.tif,15.19117546081543,98,15.223501205444336,14.343505859375,15.747343063354492,0.3709414303302765,0.738514478869764,0.30897863193525377,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
8,COMB209_mae.tif,15.735530853271484,92,15.850374221801758,14.907695770263672,16.03841781616211,0.3151434659957886,0.803838709541099,0.34088691988695685,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
9,COMB209_mae.tif,15.451292037963867,284,15.370182037353516,14.230549812316895,16.84174156188965,0.583091139793396,0.7715582711614621,0.32422579355005077,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,SR,0
10,COMB209_mae.tif,13.87476634979248,70,13.910497665405273,13.46091079711914,14.370479583740234,0.2235099971294403,0.49291935333286213,0.23181514359862135,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
11,COMB209_mae.tif,14.040992736816406,21,14.033634185791016,13.808826446533203,14.329551696777344,0.157004252076149,0.5332407772463288,0.2415587770701293,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
12,COMB209_mae.tif,13.167845726013184,171,13.25287914276123,12.23361873626709,13.942170143127441,0.5630889534950256,0.3035540401781925,0.19037782684719715,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,MTVI,0
13,COMB209_mae.tif,13.549663543701172,109,13.47053337097168,13.107633590698242,14.272233009338379,0.32227200269699097,0.4046292575278437,0.21275870713371461,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,PCA_COMB22,0
14,COMB209_mae.tif,18.966691970825195,30,19.065704345703125,17.870954513549805,19.68708610534668,0.5942627191543579,0.9675226710593486,0.5302867509276198,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,TCARI_OSAVI,0
15,COMB209_mae.tif,13.033293724060059,287,13.425786018371582,11.511096954345703,14.16777229309082,0.8029622435569763,0.2726642956829777,0.18249083962837387,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
16,COMB209_mae.tif,17.022138595581055,130,17.027843475341797,16.963584899902344,17.12569808959961,0.03386306017637253,0.9014055049688872,0.4163035519097921,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
17,COMB209_mae.tif,13.1701021194458,478,13.29758071899414,12.073868751525879,14.100468635559082,0.5390598773956299,0.30408062585697604,0.1905100890648183,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Follow crop,,0
18,COMB209_mae.tif,18.33492088317871,83,18.34171485900879,17.8479061126709,18.57304573059082,0.18422842025756836,0.9524113132404372,0.4932544480175094,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
19,COMB209_mae.tif,13.330208778381348,111,13.325129508972168,13.199176788330078,13.508810997009277,0.07511129230260849,0.344388820142099,0.19989500459445178,68860589,14.29,13.9,9.92,17.0,18.25,26.98,2.02,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Tractor,,0
1,COMB20_mae.tif,15.645551681518555,98,15.724231719970703,14.743440628051758,16.12379264831543,0.3612479865550995,0.9253358840715115,0.4643594226697936,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,0,,,0
2,COMB20_mae.tif,13.303323745727539,306,13.38405990600586,12.200544357299805,14.274785995483398,0.6652695536613464,0.4626192784961511,0.2743977084937177,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
3,COMB20_mae.tif,14.041691780090332,320,14.055120468139648,13.344252586364746,14.713892936706543,0.43356451392173767,0.6927387304224192,0.33428157178348195,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
4,COMB20_mae.tif,13.018173217773438,440,13.039173126220703,12.190481185913086,13.772634506225586,0.3624393045902252,0.3756821046070344,0.25127114499379055,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
5,COMB20_mae.tif,13.069222450256348,208,13.054229736328125,12.521210670471191,13.55075454711914,0.30860766768455505,0.3906034989041409,0.25541139093725446,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
6,COMB20_mae.tif,13.362981796264648,591,13.286147117614746,12.41577434539795,15.155759811401367,0.5963150858879089,0.4818547079229892,0.27923615541481334,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
7,COMB20_mae.tif,13.124465942382812,98,13.246971130371094,12.101457595825195,13.754624366760254,0.46165990829467773,0.40704772362606423,0.2598918039239913,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
8,COMB20_mae.tif,13.581021308898926,92,13.696556091308594,12.463823318481445,14.101849555969238,0.4749230146408081,0.5536608175105793,0.2969198141848277,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
9,COMB20_mae.tif,14.237712860107422,284,14.155464172363281,13.556537628173828,15.305784225463867,0.5060585141181946,0.7416341007481072,0.35017946959508695,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,SR,0
10,COMB20_mae.tif,12.662444114685059,70,12.723838806152344,12.395705223083496,12.794840812683105,0.12120398879051208,0.2750293930828852,0.2224204472575068,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
11,COMB20_mae.tif,12.601496696472168,21,12.5897798538208,12.472951889038086,12.763408660888672,0.08794768899679184,0.2590006890588752,0.21747742874875653,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
12,COMB20_mae.tif,14.269631385803223,171,14.610663414001465,12.56273365020752,15.351542472839355,0.9336922764778137,0.7491722297060224,0.3527681578104804,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,MTVI,0
13,COMB20_mae.tif,12.582357406616211,109,12.532702445983887,12.272696495056152,12.996682167053223,0.21384331583976746,0.25404662164594616,0.2159251749080463,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,PCA_COMB22,0
14,COMB20_mae.tif,12.5360746383667,30,12.515013694763184,12.341094970703125,12.76942253112793,0.1231120154261589,0.24204615792641565,0.21217150351716946,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,TCARI_OSAVI,0
15,COMB20_mae.tif,12.41114330291748,287,12.839263916015625,10.995157241821289,13.192052841186523,0.7182567119598389,0.20987302330510127,0.2020391973169084,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
16,COMB20_mae.tif,15.869974136352539,130,15.771116256713867,14.995616912841797,16.874425888061523,0.65740966796875,0.9384277848683519,0.48256075720620756,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
17,COMB20_mae.tif,12.729792594909668,478,12.785576820373535,11.330130577087402,13.225837707519531,0.33984968066215515,0.2930565261357262,0.2278826111037849,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Follow crop,,0
18,COMB20_mae.tif,15.310635566711426,83,15.355217933654785,15.035614967346191,15.419225692749023,0.11017678678035736,0.898774842021755,0.437196720738964,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
19,COMB20_mae.tif,13.982881546020508,111,13.99038028717041,13.777935981750488,14.251788139343262,0.12157554179430008,0.6770532851527018,0.3295118853220201,68860589,13.55,13.42,9.92,15.32,16.12,22.25,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Tractor,,0
1,COMB210_mae.tif,17.517791748046875,98,17.6188907623291,16.992996215820312,17.695589065551758,0.19366437196731567,0.8979420724966497,0.4392543907774616,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,0,,,0
2,COMB210_mae.tif,12.198017120361328,306,12.141490936279297,11.873132705688477,12.600666999816895,0.18047891557216644,0.10225773700541539,0.12466097695809156,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
3,COMB210_mae.tif,14.041902542114258,320,14.056425094604492,13.343160629272461,14.712565422058105,0.43357667326927185,0.5132899603864847,0.2337021018399916,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
4,COMB210_mae.tif,13.347567558288574,440,13.298505783081055,12.846732139587402,13.955364227294922,0.27301737666130066,0.3337867179730339,0.19264148777578796,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
5,COMB210_mae.tif,13.25750732421875,208,13.216650009155273,12.416023254394531,14.264598846435547,0.42261698842048645,0.31034624173778125,0.18731563123706388,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
6,COMB210_mae.tif,13.456806182861328,591,13.38709545135498,11.016862869262695,15.778521537780762,1.285383939743042,0.36289426743067793,0.19910148922893722,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
7,COMB210_mae.tif,15.384432792663574,98,15.420845031738281,14.427345275878906,16.03606605529785,0.43384015560150146,0.7380567424423279,0.3130947837175384,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
8,COMB210_mae.tif,15.86732006072998,92,16.001922607421875,14.91668701171875,16.25405502319336,0.3964419662952423,0.7894643335101301,0.34165109761856777,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
9,COMB210_mae.tif,15.144912719726562,284,15.099727630615234,13.94387435913086,16.51594352722168,0.5844510197639465,0.7070515618157144,0.2989303796408375,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,SR,0
10,COMB210_mae.tif,14.030447959899902,70,14.058074951171875,13.656989097595215,14.377721786499023,0.19919413328170776,0.510638487277534,0.23302471672973996,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
11,COMB210_mae.tif,14.170440673828125,21,14.16116714477539,13.99267864227295,14.395004272460938,0.12133945524692535,0.5421070824706422,0.2413034106344249,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
12,COMB210_mae.tif,13.046607971191406,171,13.168987274169922,12.144452095031738,13.797340393066406,0.5545097589492798,0.2606073700589462,0.1748437593844711,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,MTVI,0
13,COMB210_mae.tif,13.800490379333496,109,13.703635215759277,13.210737228393555,14.655694007873535,0.38695019483566284,0.4556452893541181,0.21942580599251899,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,PCA_COMB22,0
14,COMB210_mae.tif,19.27996826171875,30,19.367788314819336,18.228153228759766,19.988449096679688,0.5745248794555664,0.9591487810248036,0.5434635281915287,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,TCARI_OSAVI,0
15,COMB210_mae.tif,13.278311729431152,287,13.698103904724121,11.813319206237793,14.329461097717285,0.7786504030227661,0.31565168575598446,0.188545933141996,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
16,COMB210_mae.tif,17.646923065185547,130,17.69442367553711,16.951231002807617,18.265209197998047,0.45653146505355835,0.9042108977604011,0.4468907785443848,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
17,COMB210_mae.tif,13.29736042022705,478,13.44621467590332,12.241497993469238,13.983808517456055,0.4463283121585846,0.320567269617749,0.18967240805600538,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Follow crop,,0
18,COMB210_mae.tif,19.649219512939453,83,19.66828727722168,19.201393127441406,19.873193740844727,0.16336262226104736,0.9670250860038389,0.5652997937870758,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
19,COMB210_mae.tif,13.342717170715332,111,13.34705924987793,13.190115928649902,13.520264625549316,0.0845353901386261,0.33250030725122026,0.19235465231906163,68860589,14.49,13.98,10.09,17.56,18.91,27.0,2.18,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Tractor,,0
